finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4_v2,CI_E5,CI_E6,CI_E7_v2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_F18_D,CI_F18_O,CI_F19_D,CI_F19_O,CI_F20_D,CI_F20_O,CI_F21_D,CI_F21_O,CI_F22_D,CI_F22_O,CI_F23_D,CI_F23_O,CI_F24_D,CI_F24_O,CI_F25_D,CI_F25_O,CI_F26_D,CI_F26_O,CI_F27_D,CI_F27_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P12_bis,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,RH9,RH10
850000084,CH COTE DE LUMIERE,DGF,TAA,CH,T3,M3,C2,O2,"        11,7","        0,82","       12,09",,,"        67,9","        90,8",,"        35,2",         140,,           6,,          19,           0,           0,          19,           0,        7992,        1058,         666,        6879,        1323,         260,        3539,           0,           0,         822,         554,         695,,        3096,          83,           1,           1,,,           1,           1,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 14,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 806,Trauma crâniens : 495,Chirurgies utérus / annexes : 239,Mise en place d'accès vasculaire : 169,Intervention  peau et tissu sous-cutané : 165,Endoscopies digestives avec ou sans anesthésie : 1559,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 815,Infections respiratoires : 764,Cardiologie autres : 719,Symptômes digestifs : 619,"       62,88","       47,74",,"        2,63","         6,5","      648,17","       95,28","      464,02","        5,01","       37,55","       46,31","       0,998","       0,982","       0,937",,,,,,      206810,"       15,88","       73,82","       55,56","       63,98","       62,22",                                      .c,           7,,          24,"      5130,2",,"        26,8","         2,2","         2,5",,"         7,6","         8,5",
850000118,CLINIQUE SAINT CHARLES,OQN,TAA,CLI,T3,M2,C4,O2,"         7,1","        0,27","        1,99",,,"         4,2","        75,3","        64,9","        48,8",          30,,           8,,,          40,          46,          15,,        2622,        3025,         629,        5869,        9942,          69,           0,           0,           0,          39,         578,       10385,,        5927,          56,           1,           2,,,           9,           1,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 125,Cataracte : 2560,Arthroscopie du genou : 313,Hernie enfant : 9,RTU prostate : 97,Hernie adulte y compris coelioscopie : 233,Cataractes : 2499,actes ORL et stomato divers : 2265,"Chirurgies main, poignet : 1174",Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 656,"Arthroscopies, Biopsies ostéo-articulaires : 572",Endoscopies digestives avec ou sans anesthésie : 2509,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 2242,affections médicales du nouveau né : 559,Cathétérismes thérapeutiques vasculaires et coronariens sans endoprothèse : 417,Explorations nocturnes et apparentées : 376,          57,"        17,4","        25,5",           6,           7,"      235,77","       28,01","      195,07","         1,2","         5,8","        5,69","       1,009","        0,85","       1,069",,,,,,      391273,"       18,17","       61,31","       76,49","       77,06","       93,99","        98,2",,,          30,      154342,"    101780,7","        22,7",,"         1,8",,                                      .z,                                      .z,                                      .z
850000126,CLINIQUE SUD VENDEE,OQN,TAA,CLI,T2,M1,C3,,"        12,8","        0,23","        1,47",,,           0,,"        58,9",,,,,,,          30,          34,,,         250,        1701,           0,        2492,        3738,           0,         119,           0,           0,           0,           0,        5252,,        2854,          32,,,,,           3,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 34,Cataracte : 1427,Arthroscopie du genou : 257,Hernie enfant : 2,RTU prostate : 83,Hernie adulte y compris coelioscopie : 232,Cataractes : 1430,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 512,"Arthroscopies, Biopsies ostéo-articulaires : 420",Hernies : 243,chirurgie tumeurs malignes de la peau : 239,Endoscopies digestives avec ou sans anesthésie : 1402,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 868,"Autres séj. sans acte, avec anesthésie, en ambulatoire (Aff. myéloP., peau, sein..) : 106","Autres Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs siège imprécis ou diffus : 49","Explorations et surveillance pour affections de l'appareil digestif, du système hépatobiliaire et du pancréas : 41","       17,69","         5,5",           7,           4,"         0,5","      113,44","        17,1",          82,,"        4,54","         9,8","       0,992","       0,968",,,,,,,      698195,,,"       68,73","       69,05","       85,41",          50,,,           0,"    107871,6",      212929,"        21,3","         0,4",,,                                      .z,                                      .z,                                      .z
850000134,CLINIQUE CHIRURGICALE PORTE OCEANE,OQN,TAA,CLI,T2,M1,C3,,"         9,5","        0,07","        3,74",,,           0,"        26,7","        66,2",,           8,,           8,,,          45,          36,,,         264,        2811,           0,         222,        6675,           0,           0,           0,           0,           0,           0,        8823,,         607,          40,,,,,           8,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 77,Cataracte : 2907,Arthroscopie du genou : 105,Hernie enfant : 2,RTU prostate : 92,Hernie adulte y compris coelioscopie : 477,Cataractes : 2827,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 653,actes ORL et stomato divers : 553,Hernies : 473,"Chirurgies transurétrales, autres : 408",Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 69,Explorations et surveillance de l'appareil musculosquelettique et du tissu conjonctif : 65,"Autres affections reins, voies urinaires : 36",Cathétérismes thérapeutiques vasculaires et coronariens sans endoprothèse : 33,"Affections cardiovasculaires sans acte opératoire de la CMD 05, avec anesthésie, en ambulatoire : 25","       28,65",,"        21,5",           3,,"       142,8","       25,12","      111,05","         0,3","        4,33",           2,"       0,785","       0,846",,,,,,,      429184,,,"       69,93","        70,2","       91,59","        84,6",,,,"    148181,4",      114208,"        26,1","         1,2",,,                                      .z,                                      .z,                                      .z
850009010,CH LOIRE VENDEE OCEAN,DGF,TAA,CH,T2,M2,C2,O2,"        11,2","        0,46","       16,24",,,"        73,4","       103,7","        94,9","        53,3",         103,,          10,,          15,          32,          14,          16,           1,        4880,        1712,         775,        4060,        1822,         375,        1963,           0,           0,        1568,         674,        3385,,        2632,          79,           1,           1,,,           4,           1,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 1,Cataracte : 594,Arthroscopie du genou : 20,Hernie enfant : 1,RTU prostate : 0,Hernie adulte y compris coelioscopie : 286,Cataractes : 595,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 412,Hernies : 315,Chirurgies rectum/anus (hors résections) : 183,Chirurgie du membre supérieur (hors prothèses) : 168,Endoscopies digestives avec ou sans anesthésie : 1196,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 794,affections médicales du nouveau né : 654,Infections respiratoires : 606,Troubles mentaux d'origine organique et retards mentaux : 412,"       87,04","       49,78","        9,05","        6,66","        3,14","      1099,3","      141,55","      763,94","       13,29","       50,09","      130,43","         1,1","       1,018","       1,011",,,,,,      263177,"       21,81","       71,35","       51,56","       59,52","       88,69","        59,2","         3,2",,          29,"     17901,4","     87323,2","        29,1","         1,2","         6,5",,"         8,4","         6,2",
850009333,DIALYSE ECHO LA ROCHE SUR YON,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       12151,           0,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        0,28","        0,28",,,,"       15,62","        0,78","       14,84",,,,,,,,,,,,                                      .c,,,,,,,,,,,,"        12,9",,,,                                      .z,                                      .z,                                      .z
850011271,DIALYSE ECHO CHALLANS,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,        7543,           0,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        0,17","        0,17",,,,"       10,79","        0,46","       10,33",,,,,,,,,,,,                                      .c,,,,,,,,,,,,"        11,7",,,,                                      .z,                                      .z,                                      .z
850022047,DIALYSE ECHO ILE D'YEU,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,         858,           0,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        0,01","        0,01",,,,"        0,04","        0,04",,,,,,,,,,,,,                                      .c,,,,,,,,,,,,,,,,                                      .z,                                      .z,                                      .z
850023151,DIALYSE ECHO FONTENAY LE COMTE,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,        4254,           0,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        0,11","        0,11",,,,"       10,09","        0,31","        9,78",,,,,,,,,,,,                                      .c,,,,,,,,,,,,"        21,5",,,,                                      .z,                                      .z,                                      .z
850025156,CENTRE DIALYSE ECHO OLONNES SUR MER,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       12192,          24,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        3,08","        3,08",,,,"       32,03","        2,76","       29,27",,,,,,,,,,,,                                      .c,,,,,,,,,,,,"        37,4",,,,                                      .z,                                      .z,                                      .z
850025867,CH DES COLLINES VENDEENNES,DGF,HP,CH,T1,M1,C0,,"        14,4","        0,27","        45,6",,,           0,"        56,4",,,          20,,,,           4,           0,           0,           0,           0,         320,          23,           0,          32,           0,           0,           0,           0,           0,          36,           0,           0,,           1,          29,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 7,Intervention  peau et tissu sous-cutané : 7,"Chirurgie Fractures, entorses, luxations, tractions : 4","Occlusions, sub-occlusions digestives : 2",Trauma crâniens : 2,Infections respiratoires : 49,"Cardiopathies, valvulopathies : 38",Toxicomanies et alcoolisme : 37,Signes et symptômes : 19,"Infections reins et voies urinaires, lithiases : 18","        4,31","        3,79",,,,"      182,69","       17,77","      115,25","        5,61","        3,41","       40,65","       1,222","       1,118",,,,,,,                                      .c,,,           0,,,                                      .c,"        10,7",,,,,"        25,3",,,,"         9,1","        16,4",
